Id,Category
505,7
506,6
507,10
508,10
509,10
510,2
511,6
512,9
513,4
514,0
515,2
516,9
517,9
518,4
519,3
520,2
521,4
522,7
523,1
524,8
525,2
526,2
527,7
528,6
529,0
530,4
531,1
532,4
533,3
534,7
535,10
536,3
537,0
538,0
539,10
540,2
541,2
542,7
543,3
544,9
545,8
546,0
547,5
548,3
549,10
550,2
551,2
552,7
553,6
554,4
555,6
556,0
557,1
558,6
559,2
560,7
561,1
562,5
563,8
564,3
565,4
566,8
567,1
568,10
569,3
570,9
571,3
572,7
573,10
574,2
575,2
576,3
577,7
578,1
579,1
580,8
581,2
582,9
583,9
584,3
585,7
586,8
587,3
588,3
589,8
590,3
591,10
592,4
593,5
594,7
595,9
596,6
597,2
598,4
599,4
600,5
601,10
602,3
603,6
604,0
605,9
606,9
607,4
608,5
609,3
610,5
611,9
612,8
613,0
614,6
615,10
616,10
617,9
618,4
619,9
620,7
621,3
622,4
623,8
624,4
625,4
626,10
627,2
628,1
629,7
630,10
631,0
632,10
633,2
634,2
635,3
636,9
637,1
638,8
639,4
640,10
641,0
642,1
643,1
644,8
645,7
646,6
647,9
648,5
649,3
650,6
651,10
652,8
653,5
654,0
655,5
656,5
657,8
658,9
659,2
660,1
661,6
662,3
663,9
664,1
665,8
666,6
667,2
668,9
669,4
670,7
671,9
672,3
673,7
674,5
675,0
676,3
677,2
678,2
679,2
680,1
681,2
682,0
683,4
684,1
685,7
686,10
687,4
688,7
689,7
690,10
691,9
692,1
693,5
694,4
695,8
696,2
697,8
698,9
699,1
700,0
701,10
702,10
703,0
704,4
705,10
706,10
707,0
708,8
709,9
710,3
711,8
712,6
713,1
714,6
715,3
716,4
717,0
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,10
727,3
728,1
729,4
730,10
731,9
732,8
733,2
734,4
735,3
736,1
737,2
738,8
739,7
740,3
741,7
742,4
743,3
744,7
745,2
746,2
747,9
748,6
749,8
750,4
751,1
752,4
753,6
754,3
755,1
756,8
757,10
758,9
759,10
760,2
761,8
762,2
763,8
764,8
765,1
766,8
767,9
768,2
769,10
770,2
771,4
772,2
773,2
774,6
775,1
776,8
777,5
778,10
779,4
780,4
781,2
782,4
783,2
784,0
785,8
786,9
787,0
788,8
789,10
790,0
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,2
799,2
800,4
801,1
802,4
803,8
804,0
805,4
806,10
807,8
808,10
809,3
810,9
811,8
812,0
813,9
814,4
815,4
816,0
817,9
818,0
819,3
820,10
821,8
822,9
823,10
824,4
825,3
826,4
827,0
828,9
829,0
830,0
831,1
832,8
833,1
834,10
835,0
836,2
837,4
838,2
839,3
840,8
841,10
842,3
843,8
844,3
845,2
846,4
847,10
848,0
849,7
850,8
851,1
852,4
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,0
862,0
863,3
864,1
865,4
866,2
867,10
868,8
869,2
870,2
871,7
872,5
873,9
874,9
875,0
876,9
877,9
878,8
879,10
880,5
881,8
882,9
883,6
884,4
885,5
886,0
887,4
888,2
889,4
890,6
891,3
892,4
893,4
894,0
895,2
896,1
897,5
898,4
899,9
900,6
901,10
902,1
903,1
904,0
905,1
906,7
907,5
908,9
909,9
910,10
911,8
912,9
913,3
914,4
915,1
916,5
917,1
918,9
919,6
920,9
921,4
922,8
923,9
924,8
925,2
926,3
927,4
928,4
929,9
930,9
931,2
932,9
933,0
934,2
935,1
936,1
937,2
938,3
939,1
940,9
941,0
942,3
943,10
944,2
945,10
946,7
947,3
948,10
949,1
950,4
951,1
952,9
953,9
954,1
955,2
956,6
957,7
958,2
959,9
960,1
961,1
962,2
963,1
964,10
965,0
966,2
967,5
968,1
969,4
970,10
971,9
972,8
973,8
974,2
975,2
976,7
977,5
978,5
979,1
980,3
981,7
982,0
983,9
984,7
985,1
986,8
987,5
988,10
989,2
990,8
991,7
992,8
993,7
994,1
995,7
996,4
997,2
998,9
999,2
1000,9
1001,5
1002,10
1003,7
1004,1
1005,7
1006,2
1007,1
1008,1
1009,2
1010,10
1011,1
1012,6
1013,2
1014,4
1015,10
1016,4
1017,2
1018,8
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,8
1026,10
1027,8
1028,10
1029,4
1030,10
1031,4
1032,6
1033,2
1034,0
1035,10
1036,7
1037,5
1038,10
1039,8
1040,9
1041,8
1042,9
1043,9
1044,2
1045,9
1046,9
1047,4
1048,4
1049,9
1050,1
1051,1
1052,9
1053,4
1054,8
1055,5
1056,9
1057,8
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,8
1066,1
1067,10
1068,9
1069,4
1070,9
1071,7
1072,3
1073,2
1074,10
1075,2
1076,8
1077,8
1078,10
1079,10
1080,9
1081,9
1082,6
1083,9
1084,4
1085,4
1086,7
1087,4
1088,1
1089,0
1090,1
1091,10
1092,1
1093,6
1094,8
1095,1
1096,10
1097,1
1098,4
1099,7
1100,1
1101,1
1102,5
1103,4
1104,6
1105,3
1106,9
1107,10
1108,8
1109,9
1110,2
1111,9
1112,2
1113,2
1114,3
1115,10
1116,10
1117,8
1118,2
1119,6
1120,0
1121,9
1122,7
1123,3
1124,1
1125,9
1126,6
1127,3
1128,8
1129,4
1130,1
1131,4
1132,2
1133,2
1134,8
1135,2
1136,10
1137,4
1138,1
1139,7
1140,8
1141,3
1142,9
1143,2
1144,2
1145,10
1146,4
1147,10
1148,6
1149,10
1150,3
1151,2
1152,4
1153,0
1154,2
1155,9
1156,5
1157,3
1158,2
1159,1
1160,10
1161,8
1162,1
1163,9
1164,0
1165,2
1166,0
1167,5
1168,4
1169,5
1170,4
1171,10
1172,7
1173,2
1174,8
1175,9
1176,10
1177,1
1178,4
1179,4
1180,1
1181,6
1182,10
1183,1
1184,1
1185,10
1186,6
1187,4
1188,5
1189,9
1190,7
1191,2
1192,5
1193,6
1194,10
1195,3
1196,9
1197,5
1198,0
1199,4
1200,2
1201,0
1202,1
1203,8
1204,2
1205,4
1206,10
1207,9
1208,9
1209,9
1210,9
1211,10
1212,5
1213,10
1214,5
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,5
1222,4
1223,1
1224,4
1225,6
1226,10
1227,6
1228,1
1229,9
1230,2
1231,0
1232,10
1233,10
1234,4
1235,4
1236,4
1237,3
1238,4
1239,9
1240,2
1241,2
1242,8
1243,9
1244,0
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,9
1254,4
1255,10
1256,4
1257,10
1258,8
1259,1
1260,0
1261,9
1262,0
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,8
1270,2
1271,4
1272,0
1273,4
1274,7
1275,3
1276,0
1277,10
1278,10
1279,2
1280,2
1281,1
1282,9
1283,5
1284,3
1285,4
1286,1
1287,2
1288,10
1289,4
1290,8
1291,8
1292,2
1293,4
1294,3
1295,4
1296,2
1297,0
1298,9
1299,0
1300,9
1301,8
1302,8
1303,4
1304,8
1305,9
1306,1
1307,1
1308,1
1309,8
1310,10
1311,3
1312,2
1313,1
1314,2
1315,3
1316,0
1317,8
1318,5
1319,10
1320,2
1321,6
1322,3
1323,6
1324,3
1325,0
1326,0
1327,4
1328,4
1329,1
1330,10
1331,4
1332,8
1333,8
1334,5
1335,4
1336,8
1337,4
1338,4
1339,1
1340,10
1341,8
1342,4
1343,8
1344,1
1345,7
1346,2
1347,7
1348,2
1349,4
1350,3
1351,5
1352,8
1353,8
1354,10
1355,3
1356,8
1357,6
1358,2
1359,9
1360,0
1361,9
1362,8
1363,2
1364,10
1365,7
1366,2
1367,2
1368,9
1369,9
1370,8
1371,9
1372,4
1373,3
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,1
1382,3
1383,3
1384,4
1385,4
1386,4
1387,8
1388,9
1389,8
1390,10
1391,5
1392,2
1393,5
1394,8
1395,2
1396,10
1397,8
1398,8
1399,1
1400,1
1401,9
1402,9
1403,5
1404,9
1405,4
1406,10
1407,10
1408,8
1409,2
1410,3
1411,4
1412,0
1413,8
1414,8
1415,2
1416,0
1417,0
1418,2
1419,5
1420,10
1421,6
1422,1
1423,2
1424,10
1425,8
1426,3
1427,7
1428,5
1429,2
1430,9
1431,7
1432,8
1433,4
1434,8
1435,6
1436,8
1437,6
1438,5
1439,5
1440,9
1441,1
1442,1
1443,1
1444,10
1445,2
1446,2
1447,10
1448,0
1449,0
1450,0
1451,4
1452,8
1453,9
1454,10
1455,7
1456,9
1457,3
1458,1
1459,4
1460,2
1461,8
1462,2
1463,2
1464,4
1465,5
1466,2
1467,9
1468,1
1469,4
1470,2
1471,1
1472,2
1473,2
1474,7
1475,7
1476,9
1477,4
1478,8
1479,6
1480,9
1481,0
1482,9
1483,9
1484,1
1485,8
1486,4
1487,3
1488,4
1489,6
1490,1
1491,8
1492,8
1493,2
1494,10
1495,9
1496,9
1497,1
1498,4
1499,10
1500,4
1501,6
1502,8
1503,4
1504,3
1505,9
1506,9
1507,7
1508,8
1509,4
1510,4
1511,10
1512,1
1513,3
1514,5
1515,1
1516,10
1517,5
1518,8
1519,2
1520,5
1521,7
1522,6
1523,2
1524,9
1525,5
1526,6
1527,4
1528,4
1529,3
1530,10
1531,2
1532,4
1533,2
1534,6
1535,1
1536,10
1537,5
1538,9
1539,4
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,10
1554,6
1555,1
1556,6
1557,4
1558,7
1559,9
1560,3
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,7
1568,2
1569,1
1570,1
1571,5
1572,10
1573,10
1574,10
1575,4
1576,2
1577,3
1578,1
1579,7
1580,9
1581,6
1582,4
1583,9
1584,8
1585,0
1586,4
1587,5
1588,4
1589,4
1590,8
1591,10
1592,9
1593,10
1594,8
1595,3
1596,2
1597,7
1598,3
1599,10
1600,2
1601,4
1602,2
1603,1
1604,8
1605,8
1606,0
1607,4
1608,3
1609,6
1610,2
1611,0
1612,9
1613,9
1614,7
1615,0
1616,3
1617,2
1618,0
1619,8
1620,8
1621,4
1622,2
1623,8
1624,2
1625,10
1626,3
1627,3
1628,1
1629,1
1630,0
1631,8
1632,8
1633,2
1634,3
1635,3
1636,3
1637,3
1638,8
1639,1
1640,5
1641,0
1642,4
1643,0
1644,3
1645,2
1646,1
1647,7
1648,8
1649,10
1650,4
1651,8
1652,8
1653,7
1654,9
1655,0
1656,1
1657,10
1658,5
1659,1
1660,0
1661,4
1662,1
1663,5
1664,4
1665,10
1666,8
1667,0
1668,1
1669,4
1670,9
1671,8
1672,7
1673,8
1674,9
1675,3
1676,5
1677,7
1678,5
1679,3
1680,1
1681,2
1682,4
1683,3
1684,5
1685,10
1686,3
1687,3
1688,8
1689,10
1690,8
1691,2
1692,2
1693,9
1694,5
1695,9
1696,8
1697,8
1698,9
1699,0
1700,0
1701,9
1702,8
1703,7
1704,8
1705,8
1706,3
1707,10
1708,4
1709,6
1710,4
1711,10
1712,8
1713,9
1714,4
1715,2
1716,10
1717,5
1718,9
1719,5
1720,3
1721,7
1722,4
1723,4
1724,3
1725,1
1726,3
1727,10
1728,3
1729,3
1730,1
1731,2
1732,1
1733,2
1734,0
1735,7
1736,0
1737,6
1738,3
1739,10
1740,8
1741,6
1742,9
1743,2
1744,0
1745,0
1746,2
1747,4
1748,9
1749,9
1750,2
1751,2
1752,10
1753,6
1754,1
1755,5
1756,3
1757,7
1758,3
1759,9
1760,3
1761,4
1762,2
1763,7
1764,3
1765,9
1766,2
1767,5
1768,4
1769,5
1770,5
1771,8
1772,10
1773,10
1774,4
1775,5
1776,10
1777,9
1778,3
1779,1
1780,1
1781,8
1782,2
1783,9
1784,9
1785,7
1786,2
1787,8
1788,4
1789,9
1790,8
1791,7
1792,2
1793,1
1794,2
1795,7
1796,2
1797,8
1798,8
1799,1
1800,9
1801,1
1802,3
1803,8
1804,6
1805,1
1806,10
1807,5
1808,9
1809,4
1810,6
1811,4
1812,4
1813,9
1814,10
1815,2
1816,9
1817,4
1818,8
1819,10
1820,9
1821,10
1822,2
1823,9
1824,7
1825,1
1826,1
1827,2
1828,9
1829,8
1830,8
1831,2
1832,1
1833,2
1834,6
1835,3
1836,3
1837,9
1838,9
1839,2
1840,4
1841,4
1842,9
1843,8
1844,4
1845,3
1846,2
1847,2
1848,1
1849,1
1850,2
1851,5
1852,6
1853,2
1854,7
1855,1
1856,7
1857,7
1858,1
1859,6
1860,10
1861,2
1862,0
1863,10
1864,8
1865,3
1866,1
1867,5
1868,1
1869,4
1870,1
1871,5
1872,0
1873,10
1874,0
1875,10
1876,8
1877,4
1878,4
1879,6
1880,8
1881,8
1882,5
1883,2
1884,4
1885,0
1886,9
1887,0
1888,10
1889,1
1890,4
1891,1
1892,9
1893,7
1894,3
1895,3
1896,3
1897,5
1898,0
1899,0
1900,8
1901,9
1902,3
1903,0
1904,10
1905,2
1906,4
1907,5
1908,1
1909,7
1910,10
1911,4
1912,3
1913,3
1914,9
1915,9
1916,6
1917,2
1918,8
1919,3
1920,8
1921,8
1922,10
1923,3
1924,10
1925,2
1926,2
1927,3
1928,0
1929,3
1930,5
1931,10
1932,4
1933,2
1934,5
1935,8
1936,10
1937,4
1938,0
1939,2
1940,6
1941,4
1942,4
1943,4
1944,0
1945,9
1946,4
1947,8
1948,10
1949,2
1950,1
1951,8
1952,6
1953,6
1954,10
1955,2
1956,2
1957,9
1958,4
1959,2
1960,9
1961,10
1962,1
1963,6
1964,9
1965,10
1966,5
1967,2
1968,7
1969,5
1970,7
1971,1
1972,8
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,1
1986,4
1987,3
1988,9
1989,8
1990,1
1991,1
1992,10
1993,9
1994,5
1995,10
1996,0
1997,4
1998,2
1999,7
2000,8
2001,5
2002,6
2003,5
2004,0
2005,2
2006,10
2007,2
2008,2
2009,2
2010,1
2011,3
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,6
2021,6
2022,4
2023,9
2024,0
2025,2
2026,4
2027,3
2028,4
2029,6
2030,4
2031,8
2032,10
2033,4
2034,0
2035,0
2036,5
2037,6
2038,2
2039,0
2040,1
2041,2
2042,0
2043,7
2044,5
2045,5
2046,8
2047,8
2048,0
2049,9
2050,6
2051,3
2052,7
2053,2
2054,9
2055,4
2056,0
2057,10
2058,2
2059,9
2060,4
2061,5
2062,10
2063,4
2064,10
2065,9
2066,2
2067,9
2068,3
2069,3
2070,3
2071,1
2072,8
2073,9
2074,0
2075,10
2076,8
2077,6
2078,7
2079,4
2080,1
2081,4
2082,9
2083,10
2084,1
2085,5
2086,9
2087,2
2088,6
2089,6
2090,4
2091,4
2092,3
2093,1
2094,8
2095,8
2096,0
2097,10
2098,7
2099,10
2100,1
2101,5
2102,3
2103,5
2104,2
2105,1
2106,2
2107,9
2108,3
2109,8
2110,3
2111,1
2112,9
2113,9
2114,5
2115,8
2116,4
2117,8
2118,10
2119,10
2120,9
2121,0
2122,9
2123,10
2124,5
2125,0
2126,5
2127,4
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,0
2135,5
2136,8
2137,6
2138,6
2139,1
2140,10
2141,3
2142,4
2143,7
2144,6
2145,4
2146,9
2147,7
2148,1
2149,8
2150,1
2151,9
2152,8
2153,0
2154,4
2155,3
2156,10
2157,1
2158,5
2159,0
2160,4
2161,0
2162,4
2163,0
2164,10
2165,3
2166,1
2167,10
2168,6
2169,0
2170,3
2171,6
2172,9
2173,4
2174,10
2175,4
2176,8
2177,6
2178,7
2179,9
2180,1
2181,8
2182,1
2183,9
2184,9
2185,2
2186,7
2187,3
2188,4
2189,4
2190,10
2191,2
2192,5
2193,1
2194,1
2195,2
2196,9
2197,8
2198,4
2199,2
2200,4
2201,2
2202,4
2203,5
2204,0
2205,9
2206,4
2207,0
2208,2
2209,5
2210,2
2211,10
2212,4
2213,4
2214,2
2215,9
2216,4
2217,5
2218,8
2219,9
2220,2
2221,8
2222,6
2223,1
2224,8
2225,2
2226,2
2227,8
2228,8
2229,5
2230,3
2231,4
2232,6
2233,8
2234,6
2235,6
2236,10
2237,2
2238,9
2239,10
2240,10
2241,2
2242,7
2243,10
2244,9
2245,9
2246,9
2247,2
2248,2
2249,1
2250,6
2251,1
2252,3
2253,6
2254,8
2255,10
2256,1
2257,4
2258,1
2259,8
2260,4
2261,9
2262,9
2263,0
2264,10
2265,1
2266,10
2267,7
2268,10
2269,8
2270,10
2271,1
2272,4
2273,2
2274,8
2275,9
2276,3
2277,10
2278,10
2279,8
2280,0
2281,9
2282,2
2283,3
2284,9
2285,2
2286,8
2287,3
2288,4
2289,8
2290,2
2291,2
2292,10
2293,0
2294,0
2295,9
2296,7
2297,4
2298,2
2299,8
2300,4
2301,9
2302,8
2303,4
2304,9
2305,2
2306,8
2307,10
2308,8
2309,3
2310,5
2311,9
2312,5
2313,0
2314,2
2315,2
2316,2
2317,1
2318,9
2319,9
2320,2
2321,5
2322,3
2323,8
2324,9
2325,10
2326,2
2327,1
2328,1
2329,6
2330,2
2331,3
2332,4
2333,7
2334,4
2335,9
2336,9
2337,9
2338,1
2339,8
2340,10
2341,8
2342,2
2343,3
2344,8
2345,1
2346,10
2347,2
2348,5
2349,3
2350,8
2351,3
2352,6
2353,6
2354,4
2355,3
2356,4
2357,6
2358,1
2359,2
2360,8
2361,7
2362,10
2363,2
2364,3
2365,6
2366,4
2367,7
2368,8
2369,6
2370,1
2371,9
2372,5
2373,10
2374,5
2375,2
2376,8
2377,8
2378,4
2379,5
2380,3
2381,6
2382,7
2383,4
2384,10
2385,4
2386,5
2387,0
2388,3
2389,4
2390,3
2391,4
2392,4
2393,3
2394,3
2395,8
2396,3
2397,3
2398,5
2399,3
2400,5
2401,2
2402,1
2403,2
2404,1
2405,10
2406,6
2407,0
2408,6
2409,3
2410,9
2411,2
2412,8
2413,9
2414,8
2415,2
2416,8
2417,9
2418,0
2419,2
2420,4
2421,5
2422,9
2423,0
2424,9
2425,7
2426,10
2427,0
2428,4
2429,6
2430,9
2431,4
2432,2
2433,4
2434,2
2435,8
2436,8
2437,3
2438,4
2439,9
2440,8
2441,0
2442,8
2443,1
2444,4
2445,1
2446,5
2447,8
2448,0
2449,10
2450,6
2451,8
2452,6
2453,7
2454,1
2455,7
2456,0
2457,10
2458,8
2459,1
2460,10
2461,2
2462,8
2463,2
2464,9
2465,1
2466,2
2467,8
2468,1
2469,1
2470,9
2471,7
2472,4
2473,8
2474,8
2475,0
2476,0
2477,4
2478,8
2479,2
2480,7
2481,2
2482,1
2483,2
2484,10
2485,7
2486,10
2487,0
2488,3
2489,6
2490,4
2491,9
2492,8
2493,5
2494,1
2495,8
2496,9
2497,2
2498,7
2499,2
2500,4
2501,8
2502,5
2503,8
2504,5
2505,9
2506,3
2507,7
2508,3
2509,8
2510,10
2511,1
2512,4
2513,4
2514,1
2515,4
2516,4
2517,5
2518,7
2519,8
2520,9
2521,5
2522,8
2523,1
2524,9
2525,8
2526,9
2527,8
2528,4
2529,8
2530,2
2531,4
2532,10
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,10
2540,0
2541,9
2542,9
2543,2
2544,3
2545,2
2546,4
2547,3
2548,1
2549,10
2550,10
2551,2
2552,8
2553,2
2554,8
2555,8
2556,1
2557,10
2558,10
2559,4
2560,2
2561,8
2562,0
2563,8
2564,9
2565,8
2566,3
2567,5
2568,0
2569,2
2570,2
2571,10
2572,3
2573,8
2574,7
2575,9
2576,2
2577,1
2578,10
2579,8
2580,8
2581,1
2582,1
2583,9
2584,10
2585,0
2586,1
2587,4
2588,1
2589,1
2590,0
2591,0
2592,4
2593,0
2594,1
2595,10
2596,8
2597,2
2598,3
2599,3
2600,10
2601,7
2602,0
2603,0
2604,1
2605,7
2606,8
2607,6
2608,9
2609,10
2610,4
2611,4
2612,4
2613,2
2614,5
2615,5
2616,2
2617,5
2618,2
2619,8
2620,3
2621,6
2622,10
2623,5
2624,8
2625,9
2626,9
2627,9
2628,6
2629,1
2630,9
2631,9
2632,8
2633,2
2634,6
2635,7
2636,2
2637,7
2638,5
2639,9
2640,2
2641,2
2642,8
2643,8
2644,10
2645,7
2646,8
2647,2
2648,1
2649,0
2650,4
2651,2
2652,6
2653,1
2654,2
2655,10
2656,0
2657,8
2658,1
2659,9
2660,9
2661,7
2662,6
2663,1
2664,0
2665,10
2666,8
2667,10
2668,9
2669,6
2670,9
2671,2
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,4
2685,6
2686,0
2687,2
2688,5
2689,2
2690,4
2691,8
2692,3
2693,7
2694,3
2695,9
2696,2
2697,6
2698,4
2699,10
2700,6
2701,8
2702,10
2703,4
2704,10
2705,9
2706,1
2707,9
2708,3
2709,10
2710,5
2711,9
2712,8
2713,0
2714,10
2715,2
2716,8
2717,0
2718,3
2719,5
2720,9
2721,10
2722,5
2723,7
2724,4
2725,4
2726,6
2727,9
2728,8
2729,8
2730,0
2731,4
2732,9
2733,1
2734,2
2735,9
2736,7
2737,10
2738,9
2739,8
2740,0
2741,7
2742,9
2743,5
2744,7
2745,3
2746,8
2747,0
2748,10
2749,2
2750,10
2751,4
2752,5
2753,1
2754,4
2755,0
2756,5
2757,2
2758,2
2759,10
2760,9
2761,1
2762,4
2763,3
2764,10
2765,4
2766,6
2767,4
2768,10
2769,3
2770,7
2771,7
2772,4
2773,8
2774,0
2775,4
2776,5
2777,4
2778,9
2779,0
2780,10
2781,2
2782,9
2783,8
2784,4
2785,2
2786,0
2787,1
2788,6
2789,8
2790,8
2791,0
2792,2
2793,8
2794,0
2795,3
2796,4
2797,1
2798,8
2799,9
2800,2
2801,0
2802,3
2803,1
2804,4
2805,7
2806,10
2807,10
2808,5
2809,1
2810,9
2811,5
2812,8
2813,9
2814,2
2815,10
2816,9
2817,9
2818,0
2819,4
2820,2
2821,2
2822,1
2823,10
2824,9
2825,5
2826,0
2827,4
2828,1
2829,5
2830,2
2831,9
2832,0
2833,0
2834,10
2835,0
2836,1
2837,4
2838,5
2839,2
2840,4
2841,7
2842,4
2843,4
2844,9
2845,8
2846,4
2847,4
2848,10
2849,5
2850,2
2851,0
2852,2
2853,2
2854,7
2855,4
2856,10
2857,10
2858,10
2859,9
2860,9
2861,9
2862,9
2863,0
2864,3
2865,2
2866,10
2867,0
2868,6
2869,2
2870,4
2871,8
2872,4
2873,8
2874,2
2875,3
2876,8
2877,9
2878,0
2879,7
2880,0
2881,2
2882,6
2883,10
2884,4
2885,9
2886,0
2887,2
2888,10
2889,7
2890,2
2891,8
2892,8
2893,2
2894,8
2895,2
2896,9
2897,2
2898,9
2899,4
2900,9
2901,7
2902,8
2903,3
2904,2
2905,9
2906,4
2907,10
2908,0
2909,3
2910,9
2911,8
2912,4
2913,5
2914,9
2915,10
2916,2
2917,3
2918,8
2919,4
2920,3
2921,3
2922,5
2923,1
2924,3
2925,8
2926,1
2927,9
2928,4
2929,4
2930,7
2931,6
2932,8
2933,9
2934,9
2935,8
2936,3
2937,8
2938,0
2939,8
2940,1
2941,4
2942,5
2943,1
2944,8
2945,3
2946,9
2947,8
2948,4
2949,1
2950,7
2951,8
2952,3
2953,6
2954,2
2955,3
2956,8
2957,10
2958,0
2959,1
2960,4
2961,4
2962,9
2963,9
2964,0
2965,6
2966,3
2967,4
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,6
2976,10
2977,2
2978,10
2979,8
2980,0
2981,4
2982,0
2983,8
2984,7
2985,1
2986,1
2987,7
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,9
