Id,Category
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,9
515,2
516,9
517,9
518,5
519,3
520,2
521,8
522,7
523,1
524,1
525,2
526,2
527,7
528,6
529,8
530,4
531,1
532,4
533,9
534,7
535,10
536,1
537,4
538,8
539,4
540,2
541,2
542,1
543,0
544,9
545,8
546,0
547,5
548,3
549,10
550,8
551,2
552,9
553,6
554,4
555,8
556,1
557,5
558,6
559,2
560,8
561,1
562,5
563,8
564,2
565,4
566,5
567,1
568,8
569,3
570,5
571,4
572,6
573,5
574,2
575,4
576,10
577,3
578,1
579,3
580,8
581,5
582,5
583,9
584,3
585,9
586,5
587,2
588,3
589,5
590,4
591,10
592,4
593,5
594,1
595,9
596,0
597,2
598,4
599,4
600,5
601,10
602,6
603,7
604,4
605,9
606,9
607,4
608,5
609,3
610,5
611,9
612,2
613,8
614,2
615,10
616,8
617,9
618,0
619,2
620,7
621,4
622,4
623,5
624,4
625,4
626,3
627,2
628,1
629,6
630,3
631,3
632,2
633,2
634,2
635,2
636,9
637,1
638,8
639,2
640,10
641,0
642,1
643,1
644,4
645,3
646,7
647,2
648,5
649,3
650,3
651,10
652,8
653,5
654,2
655,5
656,5
657,2
658,1
659,3
660,1
661,6
662,8
663,9
664,9
665,1
666,0
667,5
668,4
669,4
670,7
671,9
672,2
673,4
674,5
675,5
676,3
677,8
678,5
679,1
680,2
681,1
682,2
683,5
684,3
685,7
686,10
687,4
688,10
689,6
690,10
691,9
692,8
693,5
694,4
695,8
696,6
697,8
698,9
699,9
700,1
701,10
702,10
703,0
704,4
705,10
706,8
707,2
708,2
709,9
710,5
711,8
712,6
713,1
714,6
715,0
716,4
717,2
718,4
719,9
720,10
721,6
722,4
723,10
724,2
725,4
726,5
727,3
728,1
729,4
730,8
731,7
732,8
733,5
734,4
735,1
736,3
737,2
738,1
739,7
740,3
741,7
742,10
743,3
744,7
745,2
746,2
747,1
748,6
749,8
750,5
751,1
752,4
753,5
754,3
755,2
756,8
757,10
758,9
759,10
760,2
761,8
762,2
763,8
764,8
765,1
766,2
767,9
768,5
769,10
770,2
771,4
772,2
773,2
774,5
775,8
776,8
777,5
778,10
779,4
780,4
781,8
782,4
783,3
784,6
785,8
786,9
787,0
788,8
789,10
790,2
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,8
799,2
800,4
801,1
802,2
803,8
804,0
805,4
806,10
807,8
808,10
809,4
810,0
811,4
812,5
813,5
814,4
815,4
816,2
817,2
818,1
819,2
820,8
821,8
822,9
823,10
824,4
825,3
826,4
827,2
828,9
829,8
830,3
831,1
832,10
833,0
834,10
835,6
836,5
837,8
838,2
839,3
840,5
841,10
842,3
843,3
844,3
845,2
846,3
847,5
848,0
849,3
850,6
851,1
852,1
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,0
862,2
863,1
864,5
865,4
866,2
867,10
868,8
869,2
870,2
871,8
872,5
873,9
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,8
882,9
883,6
884,5
885,9
886,0
887,4
888,2
889,4
890,6
891,1
892,4
893,5
894,6
895,5
896,2
897,5
898,4
899,5
900,6
901,10
902,1
903,3
904,2
905,4
906,7
907,5
908,9
909,9
910,10
911,8
912,5
913,2
914,4
915,3
916,5
917,1
918,9
919,4
920,7
921,3
922,1
923,9
924,9
925,2
926,2
927,4
928,4
929,9
930,9
931,5
932,9
933,4
934,0
935,1
936,8
937,2
938,8
939,1
940,1
941,5
942,3
943,10
944,2
945,10
946,3
947,1
948,10
949,9
950,4
951,1
952,4
953,9
954,1
955,2
956,6
957,7
958,4
959,4
960,1
961,3
962,2
963,1
964,5
965,3
966,9
967,5
968,2
969,4
970,10
971,3
972,2
973,5
974,1
975,2
976,7
977,5
978,1
979,2
980,0
981,7
982,4
983,2
984,7
985,1
986,8
987,5
988,10
989,2
990,5
991,7
992,8
993,7
994,1
995,4
996,6
997,5
998,9
999,4
1000,9
1001,5
1002,10
1003,7
1004,1
1005,7
1006,2
1007,1
1008,1
1009,2
1010,5
1011,0
1012,6
1013,2
1014,4
1015,10
1016,4
1017,3
1018,8
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,0
1028,10
1029,5
1030,10
1031,4
1032,6
1033,1
1034,1
1035,10
1036,8
1037,5
1038,5
1039,8
1040,9
1041,8
1042,9
1043,2
1044,8
1045,9
1046,1
1047,5
1048,4
1049,9
1050,3
1051,3
1052,9
1053,5
1054,8
1055,5
1056,9
1057,5
1058,3
1059,9
1060,10
1061,10
1062,2
1063,10
1064,9
1065,5
1066,4
1067,10
1068,9
1069,4
1070,4
1071,6
1072,3
1073,9
1074,10
1075,4
1076,5
1077,5
1078,5
1079,3
1080,5
1081,5
1082,6
1083,9
1084,4
1085,1
1086,1
1087,5
1088,1
1089,2
1090,1
1091,7
1092,1
1093,5
1094,0
1095,1
1096,10
1097,2
1098,9
1099,6
1100,9
1101,1
1102,5
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,5
1111,9
1112,2
1113,5
1114,10
1115,3
1116,10
1117,5
1118,5
1119,5
1120,6
1121,9
1122,2
1123,3
1124,1
1125,9
1126,6
1127,3
1128,8
1129,4
1130,1
1131,10
1132,8
1133,6
1134,8
1135,8
1136,0
1137,9
1138,0
1139,0
1140,8
1141,3
1142,5
1143,5
1144,9
1145,10
1146,0
1147,10
1148,2
1149,10
1150,2
1151,2
1152,0
1153,5
1154,2
1155,9
1156,5
1157,5
1158,2
1159,1
1160,9
1161,8
1162,1
1163,9
1164,3
1165,5
1166,0
1167,2
1168,0
1169,5
1170,4
1171,2
1172,7
1173,2
1174,8
1175,0
1176,10
1177,1
1178,1
1179,4
1180,1
1181,6
1182,4
1183,1
1184,1
1185,10
1186,6
1187,4
1188,5
1189,9
1190,7
1191,8
1192,8
1193,5
1194,10
1195,3
1196,9
1197,5
1198,4
1199,9
1200,2
1201,0
1202,1
1203,1
1204,8
1205,6
1206,8
1207,9
1208,9
1209,3
1210,9
1211,8
1212,5
1213,10
1214,5
1215,2
1216,8
1217,10
1218,0
1219,9
1220,10
1221,10
1222,4
1223,1
1224,4
1225,6
1226,10
1227,6
1228,1
1229,9
1230,2
1231,2
1232,10
1233,5
1234,5
1235,4
1236,4
1237,3
1238,4
1239,9
1240,2
1241,5
1242,5
1243,9
1244,2
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,3
1252,10
1253,5
1254,5
1255,8
1256,4
1257,10
1258,8
1259,1
1260,0
1261,3
1262,0
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,8
1270,2
1271,2
1272,0
1273,4
1274,7
1275,3
1276,4
1277,10
1278,10
1279,1
1280,2
1281,1
1282,9
1283,5
1284,3
1285,4
1286,1
1287,2
1288,10
1289,10
1290,8
1291,8
1292,5
1293,5
1294,4
1295,4
1296,2
1297,4
1298,9
1299,2
1300,9
1301,8
1302,5
1303,4
1304,8
1305,1
1306,2
1307,1
1308,1
1309,8
1310,10
1311,3
1312,1
1313,1
1314,10
1315,0
1316,0
1317,8
1318,5
1319,10
1320,2
1321,6
1322,3
1323,9
1324,4
1325,4
1326,5
1327,4
1328,4
1329,1
1330,10
1331,4
1332,8
1333,2
1334,5
1335,4
1336,8
1337,2
1338,4
1339,1
1340,10
1341,1
1342,4
1343,8
1344,1
1345,7
1346,4
1347,7
1348,2
1349,1
1350,3
1351,5
1352,8
1353,1
1354,10
1355,6
1356,8
1357,6
1358,1
1359,1
1360,0
1361,4
1362,5
1363,5
1364,10
1365,7
1366,2
1367,5
1368,1
1369,9
1370,8
1371,9
1372,6
1373,3
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,3
1382,4
1383,4
1384,5
1385,4
1386,1
1387,8
1388,9
1389,10
1390,10
1391,5
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,8
1399,1
1400,8
1401,9
1402,9
1403,2
1404,9
1405,4
1406,10
1407,4
1408,8
1409,2
1410,0
1411,4
1412,6
1413,2
1414,8
1415,1
1416,8
1417,0
1418,2
1419,6
1420,10
1421,4
1422,1
1423,2
1424,10
1425,2
1426,0
1427,0
1428,5
1429,8
1430,9
1431,7
1432,8
1433,3
1434,8
1435,6
1436,5
1437,6
1438,5
1439,5
1440,9
1441,2
1442,1
1443,1
1444,10
1445,8
1446,2
1447,10
1448,0
1449,0
1450,3
1451,4
1452,5
1453,9
1454,3
1455,1
1456,9
1457,4
1458,4
1459,4
1460,1
1461,8
1462,2
1463,2
1464,4
1465,5
1466,2
1467,9
1468,1
1469,2
1470,2
1471,1
1472,5
1473,2
1474,0
1475,10
1476,9
1477,4
1478,4
1479,6
1480,9
1481,6
1482,9
1483,9
1484,6
1485,5
1486,4
1487,3
1488,4
1489,6
1490,1
1491,8
1492,5
1493,2
1494,10
1495,9
1496,9
1497,2
1498,4
1499,10
1500,4
1501,3
1502,8
1503,2
1504,9
1505,9
1506,9
1507,7
1508,2
1509,4
1510,0
1511,10
1512,1
1513,3
1514,5
1515,1
1516,10
1517,5
1518,8
1519,1
1520,5
1521,1
1522,4
1523,2
1524,9
1525,5
1526,5
1527,4
1528,8
1529,1
1530,10
1531,2
1532,0
1533,2
1534,8
1535,1
1536,8
1537,5
1538,7
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,2
1546,1
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,1
1554,5
1555,1
1556,5
1557,3
1558,6
1559,9
1560,3
1561,8
1562,3
1563,4
1564,7
1565,6
1566,9
1567,7
1568,2
1569,1
1570,5
1571,2
1572,10
1573,10
1574,10
1575,4
1576,7
1577,1
1578,1
1579,7
1580,9
1581,6
1582,1
1583,9
1584,8
1585,0
1586,4
1587,5
1588,5
1589,4
1590,2
1591,10
1592,5
1593,10
1594,8
1595,4
1596,10
1597,7
1598,1
1599,10
1600,2
1601,4
1602,4
1603,2
1604,8
1605,8
1606,3
1607,1
1608,3
1609,6
1610,3
1611,0
1612,9
1613,9
1614,10
1615,0
1616,0
1617,2
1618,1
1619,5
1620,8
1621,0
1622,2
1623,1
1624,2
1625,1
1626,4
1627,2
1628,9
1629,1
1630,5
1631,3
1632,8
1633,3
1634,8
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,0
1642,5
1643,3
1644,8
1645,2
1646,0
1647,7
1648,1
1649,5
1650,7
1651,3
1652,5
1653,0
1654,9
1655,3
1656,1
1657,4
1658,5
1659,4
1660,5
1661,3
1662,1
1663,5
1664,4
1665,6
1666,10
1667,0
1668,1
1669,4
1670,9
1671,2
1672,7
1673,8
1674,9
1675,3
1676,3
1677,4
1678,5
1679,0
1680,1
1681,7
1682,4
1683,3
1684,5
1685,10
1686,2
1687,8
1688,2
1689,10
1690,2
1691,2
1692,0
1693,9
1694,5
1695,9
1696,8
1697,5
1698,1
1699,4
1700,0
1701,9
1702,5
1703,3
1704,5
1705,8
1706,3
1707,10
1708,0
1709,6
1710,4
1711,10
1712,5
1713,4
1714,4
1715,2
1716,10
1717,5
1718,9
1719,5
1720,3
1721,0
1722,4
1723,4
1724,2
1725,1
1726,3
1727,10
1728,1
1729,3
1730,1
1731,8
1732,1
1733,2
1734,1
1735,6
1736,2
1737,6
1738,3
1739,8
1740,5
1741,6
1742,9
1743,9
1744,3
1745,0
1746,2
1747,4
1748,9
1749,9
1750,2
1751,2
1752,1
1753,10
1754,3
1755,4
1756,3
1757,6
1758,3
1759,1
1760,2
1761,4
1762,2
1763,7
1764,3
1765,9
1766,1
1767,5
1768,4
1769,5
1770,5
1771,10
1772,10
1773,5
1774,4
1775,5
1776,10
1777,9
1778,1
1779,8
1780,1
1781,8
1782,2
1783,9
1784,9
1785,7
1786,4
1787,8
1788,4
1789,5
1790,8
1791,1
1792,2
1793,3
1794,5
1795,9
1796,5
1797,5
1798,5
1799,1
1800,9
1801,2
1802,4
1803,8
1804,6
1805,1
1806,9
1807,5
1808,9
1809,4
1810,6
1811,4
1812,4
1813,1
1814,10
1815,2
1816,5
1817,4
1818,2
1819,6
1820,9
1821,10
1822,9
1823,2
1824,9
1825,3
1826,1
1827,2
1828,9
1829,5
1830,4
1831,2
1832,8
1833,2
1834,6
1835,3
1836,3
1837,9
1838,2
1839,2
1840,4
1841,6
1842,4
1843,5
1844,5
1845,5
1846,2
1847,2
1848,8
1849,1
1850,2
1851,5
1852,4
1853,2
1854,7
1855,1
1856,6
1857,7
1858,1
1859,6
1860,8
1861,2
1862,2
1863,4
1864,8
1865,0
1866,1
1867,5
1868,1
1869,8
1870,1
1871,5
1872,2
1873,10
1874,0
1875,10
1876,8
1877,2
1878,4
1879,6
1880,0
1881,2
1882,5
1883,3
1884,4
1885,0
1886,9
1887,8
1888,4
1889,1
1890,4
1891,1
1892,9
1893,6
1894,1
1895,8
1896,10
1897,5
1898,0
1899,5
1900,8
1901,3
1902,3
1903,0
1904,8
1905,2
1906,4
1907,5
1908,2
1909,7
1910,10
1911,3
1912,3
1913,1
1914,9
1915,9
1916,6
1917,2
1918,8
1919,3
1920,8
1921,8
1922,10
1923,3
1924,4
1925,5
1926,10
1927,3
1928,8
1929,3
1930,4
1931,8
1932,4
1933,7
1934,5
1935,8
1936,10
1937,0
1938,0
1939,3
1940,6
1941,3
1942,2
1943,9
1944,3
1945,7
1946,8
1947,5
1948,10
1949,5
1950,1
1951,5
1952,6
1953,6
1954,1
1955,4
1956,2
1957,3
1958,4
1959,2
1960,9
1961,10
1962,1
1963,5
1964,2
1965,8
1966,5
1967,8
1968,6
1969,2
1970,7
1971,2
1972,4
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,1
1986,4
1987,2
1988,9
1989,8
1990,1
1991,4
1992,10
1993,7
1994,5
1995,8
1996,0
1997,4
1998,0
1999,7
2000,5
2001,5
2002,9
2003,5
2004,10
2005,2
2006,10
2007,2
2008,2
2009,2
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,2
2020,9
2021,6
2022,4
2023,9
2024,0
2025,2
2026,4
2027,2
2028,4
2029,6
2030,4
2031,8
2032,10
2033,10
2034,0
2035,8
2036,5
2037,6
2038,5
2039,10
2040,1
2041,2
2042,5
2043,7
2044,2
2045,5
2046,2
2047,2
2048,2
2049,9
2050,6
2051,3
2052,7
2053,2
2054,7
2055,4
2056,6
2057,10
2058,2
2059,9
2060,4
2061,2
2062,10
2063,4
2064,10
2065,9
2066,2
2067,4
2068,3
2069,3
2070,1
2071,1
2072,8
2073,1
2074,2
2075,10
2076,8
2077,6
2078,4
2079,8
2080,1
2081,4
2082,5
2083,5
2084,10
2085,5
2086,9
2087,2
2088,7
2089,3
2090,4
2091,4
2092,3
2093,1
2094,5
2095,8
2096,0
2097,5
2098,7
2099,10
2100,2
2101,5
2102,3
2103,2
2104,2
2105,1
2106,5
2107,5
2108,5
2109,5
2110,8
2111,1
2112,9
2113,9
2114,5
2115,8
2116,4
2117,5
2118,10
2119,4
2120,1
2121,0
2122,9
2123,10
2124,5
2125,9
2126,5
2127,4
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,1
2135,5
2136,8
2137,6
2138,6
2139,1
2140,4
2141,2
2142,4
2143,7
2144,6
2145,4
2146,9
2147,4
2148,1
2149,8
2150,1
2151,9
2152,8
2153,3
2154,4
2155,7
2156,10
2157,3
2158,5
2159,5
2160,3
2161,0
2162,0
2163,8
2164,10
2165,6
2166,1
2167,10
2168,6
2169,4
2170,1
2171,7
2172,9
2173,5
2174,2
2175,3
2176,5
2177,6
2178,7
2179,4
2180,4
2181,8
2182,1
2183,5
2184,9
2185,2
2186,7
2187,3
2188,4
2189,4
2190,10
2191,2
2192,5
2193,2
2194,1
2195,2
2196,9
2197,8
2198,4
2199,2
2200,4
2201,2
2202,4
2203,5
2204,0
2205,9
2206,4
2207,2
2208,2
2209,2
2210,5
2211,10
2212,4
2213,4
2214,10
2215,1
2216,4
2217,5
2218,8
2219,9
2220,10
2221,0
2222,6
2223,1
2224,2
2225,1
2226,2
2227,2
2228,8
2229,9
2230,3
2231,2
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,7
2239,8
2240,4
2241,1
2242,2
2243,1
2244,9
2245,9
2246,2
2247,5
2248,2
2249,1
2250,2
2251,4
2252,3
2253,6
2254,10
2255,10
2256,1
2257,4
2258,2
2259,8
2260,4
2261,5
2262,7
2263,4
2264,10
2265,4
2266,10
2267,7
2268,10
2269,2
2270,8
2271,9
2272,10
2273,2
2274,8
2275,1
2276,3
2277,8
2278,10
2279,8
2280,5
2281,1
2282,2
2283,3
2284,2
2285,3
2286,1
2287,5
2288,2
2289,8
2290,2
2291,4
2292,10
2293,3
2294,0
2295,8
2296,7
2297,5
2298,2
2299,8
2300,4
2301,9
2302,8
2303,4
2304,9
2305,2
2306,3
2307,10
2308,10
2309,1
2310,5
2311,3
2312,5
2313,0
2314,2
2315,10
2316,2
2317,5
2318,9
2319,9
2320,2
2321,5
2322,2
2323,10
2324,9
2325,10
2326,2
2327,1
2328,8
2329,6
2330,8
2331,4
2332,4
2333,7
2334,4
2335,6
2336,4
2337,2
2338,3
2339,3
2340,10
2341,6
2342,2
2343,9
2344,5
2345,8
2346,10
2347,0
2348,5
2349,3
2350,8
2351,4
2352,7
2353,4
2354,4
2355,3
2356,4
2357,6
2358,2
2359,3
2360,8
2361,7
2362,10
2363,2
2364,3
2365,6
2366,5
2367,7
2368,5
2369,3
2370,2
2371,2
2372,5
2373,10
2374,5
2375,2
2376,2
2377,8
2378,4
2379,5
2380,1
2381,2
2382,7
2383,4
2384,10
2385,4
2386,2
2387,4
2388,4
2389,0
2390,3
2391,10
2392,0
2393,3
2394,0
2395,5
2396,3
2397,1
2398,5
2399,3
2400,2
2401,2
2402,1
2403,2
2404,3
2405,10
2406,9
2407,5
2408,6
2409,3
2410,5
2411,5
2412,8
2413,2
2414,8
2415,8
2416,8
2417,9
2418,0
2419,2
2420,5
2421,5
2422,2
2423,5
2424,9
2425,10
2426,10
2427,4
2428,7
2429,6
2430,5
2431,4
2432,8
2433,5
2434,5
2435,1
2436,5
2437,3
2438,9
2439,9
2440,8
2441,2
2442,10
2443,1
2444,4
2445,1
2446,5
2447,8
2448,2
2449,5
2450,6
2451,8
2452,6
2453,7
2454,1
2455,7
2456,2
2457,10
2458,2
2459,1
2460,10
2461,0
2462,5
2463,2
2464,9
2465,2
2466,8
2467,8
2468,3
2469,1
2470,9
2471,6
2472,6
2473,10
2474,8
2475,7
2476,7
2477,4
2478,10
2479,2
2480,4
2481,2
2482,1
2483,2
2484,10
2485,7
2486,10
2487,0
2488,3
2489,6
2490,4
2491,9
2492,5
2493,4
2494,1
2495,5
2496,9
2497,4
2498,7
2499,2
2500,4
2501,8
2502,5
2503,5
2504,8
2505,9
2506,3
2507,7
2508,3
2509,8
2510,10
2511,2
2512,2
2513,9
2514,1
2515,4
2516,2
2517,5
2518,7
2519,2
2520,8
2521,5
2522,8
2523,4
2524,9
2525,2
2526,9
2527,8
2528,5
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,10
2540,5
2541,2
2542,9
2543,10
2544,3
2545,1
2546,4
2547,2
2548,1
2549,10
2550,10
2551,0
2552,8
2553,5
2554,8
2555,5
2556,1
2557,10
2558,10
2559,4
2560,2
2561,4
2562,0
2563,1
2564,9
2565,8
2566,1
2567,5
2568,0
2569,5
2570,2
2571,10
2572,0
2573,5
2574,9
2575,3
2576,5
2577,1
2578,10
2579,2
2580,8
2581,8
2582,1
2583,9
2584,6
2585,0
2586,1
2587,4
2588,1
2589,1
2590,4
2591,0
2592,4
2593,2
2594,8
2595,10
2596,8
2597,1
2598,3
2599,4
2600,10
2601,7
2602,1
2603,5
2604,1
2605,7
2606,8
2607,6
2608,5
2609,5
2610,4
2611,4
2612,3
2613,5
2614,8
2615,5
2616,2
2617,6
2618,2
2619,10
2620,3
2621,9
2622,2
2623,5
2624,4
2625,9
2626,9
2627,9
2628,6
2629,1
2630,2
2631,2
2632,5
2633,8
2634,6
2635,7
2636,4
2637,7
2638,5
2639,4
2640,2
2641,5
2642,8
2643,8
2644,8
2645,7
2646,8
2647,2
2648,1
2649,3
2650,4
2651,4
2652,0
2653,1
2654,3
2655,10
2656,8
2657,8
2658,1
2659,1
2660,9
2661,7
2662,6
2663,1
2664,0
2665,10
2666,8
2667,10
2668,9
2669,6
2670,9
2671,2
2672,6
2673,2
2674,6
2675,5
2676,1
2677,0
2678,4
2679,8
2680,4
2681,3
2682,10
2683,8
2684,4
2685,3
2686,4
2687,2
2688,5
2689,2
2690,9
2691,3
2692,3
2693,6
2694,3
2695,9
2696,2
2697,6
2698,4
2699,10
2700,6
2701,8
2702,5
2703,1
2704,10
2705,9
2706,1
2707,9
2708,3
2709,5
2710,4
2711,7
2712,8
2713,0
2714,8
2715,9
2716,5
2717,0
2718,3
2719,5
2720,9
2721,10
2722,5
2723,7
2724,4
2725,4
2726,6
2727,9
2728,2
2729,8
2730,8
2731,4
2732,1
2733,4
2734,2
2735,9
2736,1
2737,10
2738,9
2739,2
2740,0
2741,7
2742,9
2743,5
2744,6
2745,1
2746,8
2747,0
2748,10
2749,2
2750,8
2751,0
2752,5
2753,1
2754,5
2755,8
2756,5
2757,2
2758,2
2759,10
2760,1
2761,1
2762,4
2763,3
2764,10
2765,4
2766,6
2767,4
2768,10
2769,0
2770,7
2771,7
2772,4
2773,8
2774,3
2775,4
2776,5
2777,4
2778,1
2779,10
2780,5
2781,3
2782,9
2783,8
2784,8
2785,2
2786,2
2787,1
2788,6
2789,4
2790,8
2791,6
2792,5
2793,8
2794,4
2795,8
2796,5
2797,9
2798,4
2799,9
2800,10
2801,0
2802,1
2803,1
2804,4
2805,7
2806,10
2807,10
2808,5
2809,9
2810,9
2811,5
2812,8
2813,9
2814,2
2815,10
2816,9
2817,0
2818,4
2819,2
2820,5
2821,2
2822,1
2823,10
2824,2
2825,4
2826,3
2827,4
2828,1
2829,8
2830,5
2831,9
2832,0
2833,5
2834,3
2835,0
2836,1
2837,4
2838,4
2839,5
2840,4
2841,7
2842,5
2843,4
2844,9
2845,8
2846,4
2847,4
2848,5
2849,5
2850,1
2851,0
2852,2
2853,2
2854,7
2855,8
2856,10
2857,10
2858,10
2859,9
2860,9
2861,9
2862,3
2863,4
2864,3
2865,5
2866,10
2867,8
2868,6
2869,5
2870,4
2871,10
2872,4
2873,2
2874,1
2875,3
2876,8
2877,9
2878,0
2879,7
2880,2
2881,2
2882,6
2883,8
2884,4
2885,9
2886,4
2887,2
2888,10
2889,7
2890,2
2891,8
2892,5
2893,10
2894,5
2895,2
2896,9
2897,8
2898,9
2899,5
2900,9
2901,10
2902,8
2903,3
2904,5
2905,9
2906,4
2907,5
2908,0
2909,5
2910,9
2911,5
2912,4
2913,5
2914,9
2915,10
2916,2
2917,2
2918,8
2919,3
2920,3
2921,3
2922,5
2923,1
2924,3
2925,8
2926,2
2927,9
2928,4
2929,0
2930,6
2931,0
2932,10
2933,9
2934,9
2935,8
2936,3
2937,5
2938,2
2939,8
2940,1
2941,4
2942,5
2943,1
2944,5
2945,9
2946,9
2947,3
2948,4
2949,1
2950,10
2951,8
2952,4
2953,6
2954,2
2955,4
2956,2
2957,10
2958,0
2959,1
2960,4
2961,0
2962,9
2963,9
2964,0
2965,6
2966,3
2967,4
2968,2
2969,2
2970,10
2971,4
2972,4
2973,4
2974,5
2975,4
2976,5
2977,4
2978,10
2979,5
2980,5
2981,4
2982,2
2983,2
2984,7
2985,1
2986,1
2987,2
2988,7
2989,9
2990,9
2991,5
2992,5
2993,7
2994,9
2995,2
2996,4
